x,y,z,v
64,156,60,0.0775
64,159,87,0.293
64,163,107,0.2429
64,164,56,0.2343
64,170,161,0.0685
64,182,45,0.049
64,184,56,0.2816
64,185,37,0.2642
65,0,120,0.0863
65,6,55,0.2243
65,10,189,0.0665
65,12,194,0.0653
65,26,79,0.2775
65,29,148,0.1097
65,30,109,0.261
65,32,25,0.2712
65,41,118,0.292
65,42,55,0.2825
65,51,137,0.0383
65,62,169,0.0709
65,66,151,0.0354
65,72,86,0.0984
65,77,161,0.0664
65,86,185,0.2624
65,87,47,0.0595
65,87,68,0.2855
65,91,29,0.0585
65,95,27,0.2665
65,98,32,0.0515
65,99,138,0.0541
65,99,153,0.244
65,109,37,0.0314
65,116,172,0.089
65,117,154,0.0801
65,118,35,0.0424
65,118,164,0.035
65,120,197,0.2073
65,122,101,0.2457
65,122,163,0.0863
65,123,108,0.1196
65,124,76,0.1067
65,124,108,0.0712
65,124,145,0.0556
65,136,83,0.2888
65,147,26,0.2643
65,147,60,0.0351
65,149,38,0.2774
65,149,52,0.075
65,157,48,0.0379
65,170,36,0.2642
65,182,182,0.2591
65,185,162,0.0596
65,189,88,0.0586
65,195,93,0.2826
65,197,57,0.0623
66,6,32,0.0636
66,7,72,0.0691
66,34,66,0.2771
66,39,92,0.2676
66,45,9,0.1106
66,49,75,0.2299
66,52,31,0.2212
66,65,60,0.0873
66,69,100,0.279
66,70,167,0.2687
66,92,132,0.2755
66,99,41,0.2793
66,106,132,0.0473
66,119,13,0.0671
66,119,100,0.2618
66,127,56,0.0668
66,128,124,0.2641
66,135,23,0.262
66,137,139,0.2381
66,142,132,0.2888
66,142,151,0.2718
66,143,159,0.2709
66,146,6,0.2619
66,161,72,0.0733
66,161,189,0.2863
66,167,33,0.0978
66,178,75,0.2781
66,178,161,0.0523
66,187,185,0.2655
66,188,189,0.076
66,189,4,0.0756
67,2,117,0.2803
67,7,194,0.2867
67,10,53,0.2777
67,12,39,0.0305
67,21,10,0.2245
67,22,10,0.1222
67,29,196,0.0548
67,39,191,0.0629
67,41,54,0.277
67,50,37,0.2379
67,50,67,0.0515
67,63,100,0.2828
67,67,190,0.2732
67,68,71,0.0886
67,77,42,0.0603
67,83,125,0.0639
67,104,30,0.0367
67,118,46,0.052
67,118,77,0.2527
67,124,108,0.0549
67,125,198,0.0531
67,127,35,0.0787
67,131,193,0.2683
67,137,179,0.2667
67,138,121,0.2685
67,138,153,0.2802
67,145,96,0.1076
67,149,130,0.0649
67,156,190,0.0341
67,157,83,0.0458
67,164,128,0.0903
67,168,150,0.2621
67,169,185,0.0628
67,175,45,0.0629
67,180,132,0.2764
67,187,94,0.275
67,193,30,0.2821
67,195,175,0.0389
67,199,10,0.0725
68,5,64,0.0748
68,5,164,0.0967
68,17,185,0.2659
68,19,158,0.2309
68,22,164,0.0628
68,27,56,0.0756
68,35,82,0.2644
68,35,106,0.0656
68,37,28,0.2149
68,41,144,0.0548
68,41,194,0.0479
68,44,55,0.2237
68,51,31,0.0434
68,55,17,0.0719
68,56,113,0.0624
68,61,22,0.0657
68,77,151,0.0813
68,82,28,0.2947
68,82,105,0.0403
68,92,76,0.0631
68,99,186,0.0569
68,101,119,0.2609
68,102,157,0.0985
68,124,124,0.0802
68,127,184,0.0491
68,134,179,0.0786
68,136,189,0.0571
68,150,1,0.0554
68,151,129,0.2702
68,156,81,0.0552
68,158,97,0.0681
68,161,35,0.0473
68,165,6,0.0778
68,183,134,0.0678
68,183,179,0.0634
68,185,175,0.0652
68,193,25,0.0532
69,1,199,0.062
69,2,143,0.2139
69,4,83,0.0623
69,12,192,0.0433
69,22,145,0.0626
69,23,144,0.0432
69,25,163,0.05
69,29,188,0.1177
69,31,137,0.0912
69,42,0,0.1145
69,43,162,0.0541
69,44,7,0.0807
69,44,76,0.0681
69,65,21,0.0471
69,74,131,0.0591
69,74,163,0.1755
69,77,68,0.0832
69,78,152,0.0885
69,93,52,0.1001
69,93,130,0.0467
69,102,73,0.0717
69,106,81,0.037
69,110,142,0.0589
69,111,70,0.0681
69,121,69,0.047
69,123,62,0.0549
69,124,63,0.0523
69,126,171,0.0531
69,131,111,0.0537
69,134,112,0.0597
69,134,142,0.2647
69,142,180,0.053
69,152,141,0.05
69,152,168,0.0837
69,152,172,0.0627
69,156,71,0.0326
69,164,37,0.2737
69,167,119,0.023
69,170,184,0.0825
69,170,188,0.2808
69,175,115,0.0586
69,179,14,0.086
70,2,134,0.079
70,4,177,0.0837
70,6,162,0.05
70,8,15,0.2464
70,8,167,0.2684
70,10,45,0.0671
70,12,157,0.2164
70,17,148,0.0675
70,19,29,0.0664
70,20,153,0.0668
70,23,52,0.2448
70,24,73,0.1141
70,28,174,0.0994
70,34,32,0.0887
70,38,183,0.2373
70,48,69,0.0627
70,58,94,0.0604
70,61,182,0.0368
70,62,40,0.053
70,67,75,0.045
70,74,167,0.2474
70,81,33,0.0734
70,82,13,0.0831
70,82,144,0.0851
70,83,58,0.0803
70,88,50,0.0689
70,103,30,0.0455
70,103,133,0.0706
70,104,137,0.036
70,105,154,0.0638
70,114,59,0.0634
70,116,33,0.035
70,117,86,0.0589
70,120,35,0.0668
70,127,148,0.0731
70,132,23,0.2789
70,134,117,0.0594
70,140,131,0.0463
70,146,103,0.113
70,151,117,0.0541
70,152,182,0.2525
70,166,32,0.0734
70,171,50,0.1484
70,171,149,0.2357
70,182,190,0.2731
70,185,142,0.0427
70,189,138,0.2333
70,189,181,0.0445
70,195,162,0.2741
70,196,74,0.2386
70,197,76,0.0412
71,5,72,0.0803
71,13,4,0.2791
71,30,46,0.0733
71,33,190,0.0623
71,35,166,0.0838
71,36,137,0.0725
71,38,38,0.0529
71,38,193,0.0525
71,41,114,0.0643
71,42,29,0.0484
71,44,57,0.0657
71,49,0,0.0498
71,50,86,0.0431
71,51,102,0.0664
71,59,135,0.2405
71,60,81,0.0677
71,69,66,0.2335
71,72,42,0.2746
71,74,83,0.2863
71,84,188,0.0953
71,99,31,0.2303
71,99,34,0.2578
71,100,35,0.0602
71,101,22,0.0929
71,105,162,0.2352
71,118,140,0.2601
71,129,198,0.0462
71,131,70,0.2365
71,132,52,0.059
71,147,157,0.0754
71,150,35,0.2306
71,152,57,0.0806
71,164,90,0.0572
71,170,85,0.2805
71,183,34,0.2756
71,185,9,0.0691
71,185,168,0.0839
71,199,84,0.0632
72,5,138,0.0421
72,8,15,0.0629
72,20,143,0.0358
72,26,122,0.2782
72,36,10,0.0682
72,39,37,0.0515
72,43,56,0.2762
72,44,158,0.075
72,46,186,0.0492
72,52,120,0.0679
72,52,168,0.0536
72,58,126,0.0881
72,59,78,0.0754
72,61,114,0.1237
72,63,47,0.0573
72,68,130,0.0629
72,74,169,0.1856
72,77,183,0.0606
72,80,82,0.085
72,88,11,0.2435
72,95,120,0.2513
72,102,167,0.0702
72,103,47,0.239
72,105,108,0.2525
72,106,197,0.2746
72,107,22,0.0627
72,108,170,0.0887
72,110,86,0.0545
72,110,110,0.081
72,115,2,0.0885
72,116,75,0.0625
72,117,6,0.0571
72,117,163,0.0931
72,118,70,0.0792
72,119,154,0.0517
72,121,111,0.0882
72,144,16,0.083
72,145,51,0.2697
72,148,121,0.0751
72,151,114,0.0613
72,157,36,0.0658
72,162,118,0.0642
72,164,122,0.0351
72,166,140,0.0595
72,181,47,0.2827
72,186,84,0.287
72,189,67,0.0547
72,194,98,0.063
72,195,153,0.105
72,196,147,0.0635
73,10,70,0.2816
73,12,101,0.0405
73,15,113,0.2877
73,22,165,0.1194
73,23,14,0.0952
73,25,132,0.0632
73,26,4,0.1
73,26,119,0.1193
73,33,14,0.0637
73,37,176,0.0856
73,42,111,0.2403
73,49,185,0.0424
73,53,76,0.0536
73,60,13,0.2405
73,62,155,0.0755
73,63,131,0.0473
73,67,41,0.0861
73,71,63,0.0585
73,81,141,0.0606
73,82,97,0.0662
73,83,75,0.0762
73,86,159,0.0634
73,88,8,0.0551
73,93,75,0.0807
73,95,24,0.0521
73,100,122,0.0783
73,107,192,0.0516
73,120,11,0.2081
73,121,87,0.2641
73,121,162,0.0664
73,121,196,0.0751
73,126,162,0.0708
73,128,199,0.274
73,142,137,0.099
73,143,145,0.2817
73,145,93,0.2857
73,161,195,0.0469
73,162,12,0.2647
73,163,178,0.0675
73,168,40,0.0483
73,173,98,0.0749
73,197,167,0.2378
73,198,7,0.2572
73,199,18,0.0711
74,6,20,0.0836
74,28,8,0.2717
74,38,33,0.1047
74,55,25,0.0705
74,61,77,0.0455
74,62,95,0.0541
74,65,163,0.0448
74,79,160,0.2857
74,84,128,0.2891
74,92,129,0.2791
74,98,64,0.2844
74,98,143,0.06
74,101,35,0.0645
74,105,95,0.0473
74,106,89,0.0472
74,107,83,0.2489
74,109,66,0.0846
74,125,140,0.0737
74,125,156,0.1363
74,126,66,0.2529
74,128,138,0.0734
74,135,33,0.2263
74,142,19,0.2327
74,146,81,0.0599
74,157,43,0.0547
74,159,15,0.2366
74,161,66,0.2723
74,162,22,0.0752
74,165,38,0.2706
74,165,91,0.0688
74,170,126,0.0652
74,171,21,0.2677
74,171,28,0.27
74,192,43,0.2711
74,193,20,0.2749
75,0,132,0.0666
75,1,2,0.0427
75,1,35,0.0391
75,3,104,0.0397
75,5,190,0.0864
75,7,92,0.0952
75,14,42,0.0811
75,21,44,0.0676
75,32,193,0.0983
75,37,152,0.0529
75,38,36,0.0785
75,41,112,0.0488
75,43,153,0.0475
75,50,152,0.095
75,56,112,0.2731
75,64,109,0.13
75,71,3,0.048
75,73,72,0.0632
75,78,198,0.0693
75,80,129,0.2735
75,83,158,0.275
75,88,193,0.2683
75,90,192,0.0719
75,93,34,0.0665
75,99,163,0.1265
75,103,1,0.0998
75,117,147,0.0628
75,127,179,0.053
75,134,109,0.0851
75,135,170,0.0786
75,137,195,0.0527
75,139,22,0.2897
75,140,47,0.0517
75,153,42,0.0242
75,157,174,0.2645
75,165,42,0.0545
75,168,53,0.0723
75,170,115,0.0303
75,171,194,0.0802
75,176,110,0.0429
75,179,170,0.0685
75,182,78,0.2826
75,188,11,0.08
75,190,41,0.2867
75,191,129,0.049
76,1,113,0.0825
76,12,54,0.125
76,16,12,0.1401
76,25,16,0.1193
76,29,172,0.2632
76,36,66,0.1217
76,37,109,0.2743
76,39,130,0.0692
76,40,124,0.072
76,48,94,0.1045
76,50,39,0.0684
76,52,61,0.1004
76,53,184,0.0757
76,58,11,0.1286
76,68,97,0.0585
76,69,172,0.052
76,87,39,0.0505
76,99,131,0.0509
76,106,55,0.2756
76,107,90,0.0678
76,118,27,0.0406
76,121,52,0.0509
76,124,185,0.0539
76,125,59,0.0913
76,146,161,0.287
76,147,108,0.0635
76,150,25,0.0826
76,157,12,0.1073
76,165,80,0.0599
76,168,135,0.2337
76,168,138,0.238
76,169,159,0.1341
76,171,71,0.1056
76,179,83,0.0627
76,183,143,0.0624
76,184,153,0.1367
76,187,49,0.0702
76,191,18,0.0662
77,0,48,0.0587
77,0,86,0.0549
77,10,68,0.0919
77,18,26,0.2847
77,18,48,0.2836
77,20,166,0.0827
77,21,82,0.0523
77,25,105,0.0735
77,27,112,0.1348
77,29,54,0.0598
77,30,127,0.1068
77,35,25,0.1264
77,35,149,0.0474
77,47,6,0.0952
77,47,89,0.2776
77,53,178,0.0404
77,67,66,0.2777
77,69,177,0.0318
77,91,4,0.1234
77,92,72,0.0497
77,100,103,0.268
77,103,112,0.2817
77,107,114,0.0551
77,115,88,0.0503
77,122,29,0.0817
77,128,111,0.263
77,129,146,0.0666
77,131,155,0.1291
77,146,194,0.1149
77,166,46,0.0518
77,170,113,0.0575
77,171,36,0.286
77,171,129,0.0761
77,176,164,0.123
77,189,110,0.0827
77,189,172,0.2793
77,193,118,0.0499
77,193,144,0.2817
77,198,9,0.2918
78,2,88,0.03
78,15,137,0.0954
78,18,90,0.0521
78,21,30,0.0359
78,39,157,0.0709
78,51,101,0.0666
78,53,4,0.0761
78,55,0,0.28
78,64,40,0.2621
78,70,119,0.0918
78,71,15,0.0551
78,77,22,0.0788
78,80,173,0.0663
78,84,162,0.1018
78,86,117,0.0917
78,91,96,0.086
78,94,89,0.0961
78,106,47,0.057
78,112,195,0.0671
78,117,19,0.1483
78,117,185,0.0993
78,119,173,0.0666
78,122,4,0.2901
78,124,123,0.1284
78,132,79,0.2946
78,132,160,0.1381
78,140,41,0.0422
78,144,13,0.0948
78,145,150,0.293
78,146,36,0.2738
78,148,150,0.0533
78,159,188,0.0301
78,169,147,0.0364
78,169,157,0.0607
78,180,134,0.0872
78,185,9,0.1122
78,186,53,0.0481
78,189,179,0.0429
78,192,20,0.0466
79,10,23,0.0699
79,10,40,0.051
79,11,199,0.0557
79,18,23,0.0737
79,24,188,0.0685
79,25,143,0.0777
79,37,159,0.1246
79,45,21,0.0833
79,45,195,0.0847
79,47,125,0.0637
79,48,129,0.0605
79,48,169,0.0892
79,50,199,0.056
79,68,164,0.3303
79,73,39,0.0961
79,86,33,0.2897
79,90,134,0.2815
79,93,196,0.0461
79,98,7,0.2988
79,103,38,0.0302
79,103,178,0.0387
79,104,55,0.0536
79,106,115,0.0719
79,111,140,0.0625
79,130,170,0.2467
79,136,130,0.0921
79,154,65,0.2892
79,156,150,0.273
79,159,126,0.0627
79,160,30,0.0659
79,166,22,0.1001
79,167,175,0.2896
79,170,76,0.0768
79,170,132,0.0629
79,175,99,0.079
79,180,142,0.2709
79,180,195,0.0644
79,181,86,0.2867
79,185,159,0.0672
79,197,64,0.1045
79,198,192,0.0834
80,4,69,0.1148
80,5,137,0.0829
80,6,13,0.3066
80,12,6,0.0983
80,15,160,0.0945
80,15,167,0.0624
80,24,96,0.0526
80,32,147,0.0546
80,35,119,0.053
80,41,96,0.2854
80,50,25,0.0426
80,53,38,0.0393
80,56,8,0.0534
80,58,91,0.0383
80,62,29,0.0418
80,78,147,0.0468
80,82,103,0.0364
80,86,161,0.0664
80,100,74,0.0807
80,101,144,0.0524
80,103,127,0.077
80,108,11,0.2791
80,110,118,0.0475
80,113,141,0.1005
80,118,0,0.0622
80,122,69,0.2841
80,122,152,0.1297
80,127,174,0.0853
80,130,102,0.0517
80,131,129,0.0919
80,149,3,0.1208
80,149,38,0.1212
80,149,124,0.0722
80,149,155,0.1125
80,157,181,0.0972
80,194,24,0.0914
80,199,166,0.032
81,6,113,0.0799
81,7,48,0.062
81,7,97,0.1131
81,14,118,0.2353
81,16,52,0.0585
81,18,137,0.0736
81,21,23,0.2609
81,24,4,0.0468
81,33,128,0.0974
81,34,179,0.2834
81,58,7,0.2728
81,61,14,0.0776
81,61,141,0.0487
81,64,173,0.0859
81,69,121,0.0775
81,71,33,0.081
81,74,105,0.0825
81,75,45,0.0851
81,75,83,0.2958
81,75,149,0.0631
81,76,84,0.0629
81,76,188,0.2988
81,77,104,0.0786
81,77,126,0.297
81,84,19,0.1072
81,89,121,0.0926
81,91,44,0.0715
81,97,97,0.0825
81,100,27,0.2988
81,105,67,0.3148
81,107,125,0.0633
81,116,145,0.048
81,128,127,0.2867
81,136,189,0.2909
81,140,176,0.2934
81,141,21,0.1049
81,143,94,0.0684
81,150,170,0.26
81,158,117,0.2425
81,166,30,0.2451
81,168,59,0.0475
81,168,139,0.0689
81,169,92,0.0804
81,170,150,0.0449
81,171,75,0.0423
81,183,180,0.2522
81,190,92,0.0815
81,198,72,0.2656
82,5,37,0.0771
82,5,83,0.0556
82,5,91,0.0661
82,8,159,0.2656
82,9,160,0.0685
82,10,162,0.0878
82,12,169,0.0789
82,21,133,0.335
82,23,76,0.0923
82,27,173,0.0926
82,33,36,0.0729
82,34,53,0.0988
82,38,78,0.0754
82,41,32,0.2916
82,41,37,0.3036
82,42,131,0.3089
82,43,64,0.1231
82,46,179,0.0693
82,48,98,0.1249
82,49,14,0.0985
82,49,85,0.057
82,52,161,0.1261
82,64,9,0.1482
82,68,19,0.2888
82,74,18,0.295
82,80,196,0.2784
82,88,160,0.1078
82,94,133,0.2642
82,95,161,0.2756
82,96,92,0.0792
82,99,184,0.2642
82,100,107,0.0692
82,107,92,0.1016
82,112,36,0.04
82,125,132,0.0517
82,129,191,0.0473
82,145,22,0.0752
82,147,120,0.2783
82,148,141,0.0569
82,151,62,0.28
82,154,167,0.077
82,157,41,0.0666
82,158,21,0.0547
82,163,192,0.039
82,164,107,0.1342
82,169,8,0.1201
82,170,129,0.0922
82,173,191,0.118
82,188,163,0.1078
82,192,151,0.2942
82,196,195,0.1329
83,3,84,0.1166
83,7,125,0.0685
83,9,195,0.0814
83,12,119,0.1476
83,13,146,0.0459
83,16,144,0.0466
83,18,96,0.0662
83,19,69,0.1411
83,24,149,0.102
83,24,161,0.0546
83,27,121,0.1442
83,28,40,0.0847
83,39,70,0.2823
83,42,94,0.0494
83,45,124,0.0855
83,51,191,0.0634
83,52,109,0.0359
83,52,199,0.0669
83,53,180,0.0417
83,54,28,0.2782
83,58,69,0.2164
83,58,107,0.0433
83,61,137,0.0636
83,63,67,0.0626
83,63,128,0.066
83,68,22,0.2359
83,78,63,0.089
83,79,43,0.0528
83,84,88,0.0548
83,86,155,0.0571
83,100,11,0.1012
83,100,183,0.056
83,101,53,0.2266
83,115,144,0.2763
83,116,186,0.0725
83,121,0,0.1052
83,125,51,0.0798
83,128,14,0.1008
83,133,26,0.0921
83,133,164,0.2901
83,139,195,0.1049
83,143,78,0.3314
83,150,170,0.3354
83,154,173,0.0773
83,155,59,0.1006
83,168,128,0.1485
83,169,31,0.0751
83,169,122,0.2856
83,172,191,0.0526
83,174,94,0.0755
83,180,35,0.2367
83,181,34,0.0515
83,182,27,0.106
83,187,113,0.2378
83,189,80,0.282
83,189,166,0.2324
83,190,78,0.1062
83,198,21,0.0421
84,17,192,0.0764
84,19,32,0.0462
84,21,115,0.0536
84,26,26,0.0849
84,26,198,0.0519
84,27,155,0.0468
84,30,95,0.2628
84,34,169,0.2413
84,35,40,0.0626
84,35,98,0.0448
84,45,36,0.0404
84,49,139,0.0599
84,58,26,0.065
84,58,189,0.2828
84,74,9,0.0791
84,78,133,0.0796
84,84,4,0.1235
84,100,80,0.0725
84,115,173,0.0513
84,119,46,0.0813
84,123,72,0.0542
84,125,114,0.0526
84,133,71,0.0521
84,134,93,0.0497
84,135,140,0.0579
84,137,185,0.2721
84,148,62,0.0428
84,153,121,0.0816
84,154,58,0.0881
84,155,72,0.2611
84,173,152,0.0757
84,177,148,0.0595
84,182,130,0.2774
84,184,152,0.0383
84,185,20,0.0723
84,185,68,0.0673
84,186,116,0.0888
84,189,74,0.0436
84,190,97,0.0628
84,192,141,0.0775
85,1,102,0.2797
85,6,155,0.0784
85,14,58,0.066
85,24,122,0.0553
85,27,177,0.0661
85,29,40,0.3107
85,40,184,0.0951
85,43,127,0.1252
85,44,89,0.1003
85,46,144,0.1282
85,47,84,0.2853
85,55,83,0.0521
85,59,28,0.0499
85,66,10,0.0525
85,69,122,0.0535
85,73,191,0.0957
85,76,165,0.1385
85,77,63,0.0471
85,78,7,0.2036
85,91,8,0.0804
85,92,14,0.0586
85,92,77,0.2645
85,98,130,0.0699
85,106,111,0.0703
85,113,174,0.0469
85,114,182,0.0836
85,115,13,0.0344
85,116,128,0.0422
85,116,135,0.0475
85,123,52,0.0407
85,126,174,0.092
85,132,48,0.063
85,142,33,0.2697
85,145,174,0.0571
85,165,36,0.0727
85,172,2,0.0993
85,176,7,0.2935
85,182,5,0.0863
85,186,161,0.1189
85,188,74,0.1126
85,189,130,0.2988
85,194,181,0.0586
85,195,123,0.2988
85,195,137,0.0808
85,197,186,0.0693
86,10,93,0.2988
86,14,46,0.0537
86,19,133,0.2805
86,23,98,0.2682
86,23,185,0.1143
86,29,117,0.271
86,30,23,0.2828
86,32,25,0.1297
86,33,169,0.2846
86,35,189,0.2712
86,37,71,0.1116
86,41,67,0.0579
86,51,38,0.274
86,55,91,0.0392
86,57,61,0.0737
86,77,100,0.0493
86,85,199,0.0684
86,92,58,0.0521
86,99,77,0.1111
86,110,0,0.1055
86,115,198,0.119
86,124,146,0.0798
86,126,72,0.0675
86,133,172,0.0982
86,134,137,0.0662
86,142,159,0.1094
86,149,75,0.0578
86,150,154,0.2998
86,152,19,0.2903
86,158,18,0.0599
86,159,63,0.0797
86,165,192,0.2686
86,168,73,0.2943
86,169,40,0.0729
86,174,115,0.1294
86,176,69,0.2579
86,178,40,0.0614
86,185,93,0.0635
86,186,2,0.0633
86,195,132,0.0925
86,197,91,0.0855
87,0,130,0.1034
87,12,127,0.0856
87,13,17,0.2379
87,17,172,0.0514
87,19,3,0.2641
87,20,124,0.0547
87,31,135,0.0515
87,32,180,0.0501
87,45,122,0.0794
87,47,57,0.0627
87,49,92,0.0753
87,52,42,0.0753
87,58,88,0.0826
87,71,111,0.0687
87,74,155,0.1245
87,75,59,0.289
87,76,74,0.1103
87,76,182,0.2893
87,80,117,0.0535
87,86,135,0.2988
87,87,75,0.132
87,89,28,0.1202
87,101,41,0.2969
87,109,17,0.2925
87,126,58,0.2767
87,128,25,0.2782
87,131,65,0.1111
87,145,120,0.0947
87,153,115,0.0789
87,156,180,0.0457
87,157,70,0.0867
87,164,25,0.0832
87,166,28,0.0562
87,177,108,0.0774
87,179,127,0.2808
87,182,132,0.2781
87,184,63,0.0998
88,9,187,0.0722
88,19,188,0.2909
88,24,166,0.1047
88,26,197,0.1063
88,42,104,0.1379
88,45,21,0.069
88,48,139,0.0689
88,58,116,0.0857
88,62,113,0.1388
88,67,8,0.2591
88,69,123,0.2884
88,69,158,0.2379
88,74,78,0.2869
88,74,172,0.2898
88,81,141,0.0706
88,91,188,0.0763
88,96,6,0.239
88,99,93,0.0512
88,102,84,0.0423
88,106,87,0.0587
88,109,21,0.0461
88,113,25,0.2331
88,115,8,0.0362
88,121,184,0.0449
88,125,12,0.2789
88,128,5,0.2672
88,133,43,0.0549
88,133,158,0.0627
88,134,82,0.0689
88,141,42,0.054
88,143,27,0.0564
88,143,28,0.0669
88,144,10,0.1061
88,147,29,0.101
88,151,81,0.2259
88,155,163,0.0457
88,156,18,0.0847
88,163,92,0.0797
88,163,101,0.0858
88,170,23,0.0811
88,177,10,0.1033
88,186,145,0.1406
89,0,83,0.292
89,0,171,0.2842
89,5,115,0.1109
89,10,49,0.068
89,16,58,0.2502
89,19,10,0.0623
89,23,28,0.1293
89,33,135,0.0758
89,37,121,0.2722
89,38,162,0.1119
89,42,53,0.0693
89,43,136,0.0599
89,47,169,0.0671
89,48,95,0.043
89,49,155,0.2706
89,52,145,0.064
89,56,22,0.0395
89,56,70,0.0511
89,64,86,0.0454
89,69,182,0.0862
89,79,72,0.0472
89,81,128,0.0671
89,83,12,0.0517
89,86,22,0.0465
89,87,164,0.0642
89,90,126,0.0466
89,118,87,0.2865
89,129,39,0.0754
89,133,173,0.1118
89,136,177,0.1333
89,152,141,0.289
89,167,25,0.1287
89,174,171,0.2796
89,175,54,0.1281
89,184,13,0.0664
89,187,178,0.2373
89,189,171,0.2756
89,196,91,0.0533
90,0,176,0.0882
90,1,78,0.0972
90,4,8,0.0658
90,4,146,0.0659
90,9,141,0.0751
90,21,52,0.073
90,22,173,0.0417
90,26,11,0.0848
90,26,165,0.0928
90,28,91,0.1001
90,41,160,0.0672
90,44,39,0.0835
90,53,4,0.0997
90,56,132,0.075
90,60,120,0.0995
90,62,83,0.0794
90,69,80,0.0912
90,70,122,0.0382
90,72,37,0.0797
90,73,71,0.099
90,74,131,0.1383
90,75,7,0.0698
90,77,18,0.1056
90,78,172,0.0524
90,83,27,0.1191
90,83,181,0.0678
90,86,41,0.0676
90,88,20,0.0625
90,94,185,0.1015
90,99,135,0.0755
90,100,149,0.0476
90,106,148,0.0472
90,107,157,0.111
90,119,57,0.0657
90,122,116,0.1127
90,127,140,0.0662
90,137,8,0.0685
90,137,92,0.0928
90,140,145,0.0664
90,146,104,0.1009
90,157,126,0.0806
90,161,96,0.0544
90,162,152,0.1045
90,165,70,0.0653
90,166,98,0.0565
90,170,70,0.0945
90,171,169,0.0884
90,181,7,0.0787
90,181,110,0.0964
90,183,198,0.115
90,187,89,0.0744
90,190,25,0.0544
90,193,134,0.069
91,13,106,0.1244
91,15,22,0.0991
91,15,77,0.0547
91,24,120,0.0618
91,29,89,0.0682
91,35,143,0.0684
91,40,45,0.2732
91,46,69,0.1153
91,58,8,0.0865
91,60,122,0.1248
91,61,81,0.123
91,67,65,0.0975
91,79,191,0.0833
91,80,11,0.1109
91,82,84,0.112
91,82,163,0.2739
91,83,151,0.0788
91,103,91,0.0394
91,103,186,0.0563
91,114,108,0.1064
91,115,10,0.0929
91,115,94,0.107
91,116,78,0.0864
91,126,30,0.0728
91,126,31,0.0962
91,132,23,0.1012
91,135,63,0.078
91,137,17,0.086
91,142,132,0.1064
91,145,162,0.0585
91,160,94,0.0867
91,169,83,0.1343
91,173,131,0.0643
91,177,84,0.1208
91,189,64,0.0725
91,190,62,0.0615
91,196,198,0.0632
91,199,179,0.2735
92,2,31,0.0547
92,11,137,0.0737
92,15,94,0.0669
92,17,0,0.0618
92,17,151,0.0629
92,17,171,0.2784
92,28,81,0.0852
92,28,161,0.1023
92,36,193,0.0903
92,41,20,0.2718
92,42,89,0.0655
92,43,36,0.0608
92,44,8,0.0577
92,50,79,0.2797
92,53,193,0.0773
92,59,30,0.0797
92,61,95,0.2552
92,62,170,0.0676
92,65,166,0.0789
92,65,199,0.2652
92,80,103,0.0897
92,94,60,0.0649
92,98,6,0.0508
92,100,45,0.0979
92,101,84,0.0623
92,104,136,0.0961
92,110,33,0.057
92,111,37,0.0795
92,113,125,0.0843
92,114,29,0.0878
92,114,71,0.108
92,117,94,0.0857
92,133,2,0.1028
92,157,39,0.0956
92,157,187,0.0757
92,160,64,0.2559
92,182,10,0.2692
92,183,6,0.1095
92,187,67,0.2726
92,189,85,0.0564
93,4,30,0.2651
93,6,24,0.0947
93,36,125,0.1164
93,45,100,0.079
93,57,35,0.0728
93,57,73,0.0917
93,61,24,0.0994
93,63,97,0.0784
93,67,153,0.2853
93,70,3,0.2855
93,76,48,0.1296
93,94,132,0.0792
93,99,156,0.0996
93,101,139,0.0854
93,103,99,0.0656
93,111,156,0.0628
93,111,159,0.2594
93,118,15,0.1148
93,118,65,0.1156
93,119,32,0.0714
93,120,34,0.0831
93,126,34,0.0664
93,127,184,0.1204
93,131,51,0.2308
93,143,168,0.0659
93,146,30,0.0661
93,147,174,0.2751
93,151,61,0.0936
93,157,182,0.0558
93,164,179,0.0927
93,170,108,0.0896
93,176,47,0.0863
93,186,23,0.2802
93,191,1,0.0678
93,195,155,0.0462
93,199,3,0.2904
94,0,25,0.1003
94,10,98,0.0863
94,16,22,0.042
94,21,18,0.1193
94,27,169,0.1003
94,34,75,0.2691
94,54,193,0.0661
94,62,57,0.1277
94,70,87,0.1042
94,89,106,0.2573
94,89,173,0.0777
94,96,185,0.0615
94,97,4,0.0666
94,101,188,0.0473
94,103,59,0.2781
94,104,36,0.039
94,107,44,0.0556
94,110,147,0.2486
94,111,165,0.1124
94,117,33,0.0854
94,125,92,0.0706
94,133,151,0.0402
94,142,62,0.102
94,145,30,0.2748
94,152,47,0.0748
94,153,134,0.0738
94,154,160,0.0543
94,155,23,0.1004
94,161,157,0.2342
94,167,26,0.1243
94,168,31,0.0952
94,171,158,0.1369
94,174,88,0.0751
94,186,159,0.0995
94,189,81,0.0717
94,189,93,0.2852
94,190,64,0.2375
94,195,92,0.282
94,195,153,0.1147
94,199,185,0.2328
95,8,30,0.2226
95,11,101,0.1076
95,14,74,0.1293
95,16,199,0.0667
95,19,150,0.0836
95,48,96,0.043
95,53,25,0.0769
95,61,18,0.1149
95,66,80,0.0855
95,76,118,0.0689
95,81,26,0.0545
95,81,106,0.0699
95,90,104,0.0364
95,101,144,0.086
95,107,159,0.0565
